Player,Team,Amount,Year
Pravin Tambe,Sunrisers Hyderabad,12000.0,2017.0
Pravin Tambe,Kolkata Knight Riders,25000.0,2020.0
Prayas Ray Barman,Royal Challengers Bangalore,184000.0,2019.0
Prerak Mankad,Punjab Kings,25000.0,2022.0
Prince Balwant Rai Singh,Mumbai Indians,25000.0,2020.0
Prithvi Raj Yarra,Kolkata Knight Riders,25000.0,2019.0
Prithvi Shaw,Delhi Daredevils,147000.0,2018.0
Priyam Garg,Sunrisers Hyderabad,233000.0,2020.0
Priyam Garg,Sunrisers Hyderabad,25000.0,2022.0
Quinton De Kock,Sunrisers Hyderabad,18000.0,2013.0
Quinton De Kock,Delhi Daredevils,429000.0,2014.0
Quinton De Kock,Royal Challengers Bangalore,343000.0,2018.0
Quinton De Kock,Lucknow Super Giants,828000.0,2022.0
R Samarth,Sunrisers Hyderabad,25000.0,2022.0
R. Ashwin,Rajasthan Royals,613000.0,2022.0
R. Sai Kishore,Chennai Super Kings,25000.0,2020.0
R. Sai Kishore,Gujarat Titans,368000.0,2022.0
R. Sanjay Yadav,Kolkata Knight Riders,12000.0,2017.0
Rahul Ajay Tripathi,Rising Pune Supergiants,12000.0,2017.0
Rahul Buddhi,Mumbai Indians,25000.0,2022.0
Rahul Chahar,Rising Pune Supergiants,12000.0,2017.0
Rahul Chahar,Mumbai Indians,233000.0,2018.0
Rahul Chahar,Punjab Kings,644000.0,2022.0
Rahul Sharma,Delhi Daredevils,233000.0,2014.0
Rahul Sharma,Chennai Super Kings,37000.0,2015.0
Rahul Shukla,Delhi Daredevils,49000.0,2014.0
Rahul Tewatia,Rajasthan Royals,12000.0,2014.0
Rahul Tewatia,Kings XI Punjab,31000.0,2017.0
Rahul Tewatia,Delhi Daredevils,368000.0,2018.0
Rahul Tewatia,Gujarat Titans,1104000.0,2022.0
Rahul Tripathi,Rajasthan Royals,417000.0,2018.0
Rahul Tripathi,Kolkata Knight Riders,74000.0,2020.0
Rahul Tripathi,Sunrisers Hyderabad,1043000.0,2022.0
Raj Angad Bawa,Punjab Kings,245000.0,2022.0
Rajagopal Sathish,Kolkata Knight Riders,25000.0,2016.0
Rajat Bhatia,Rajasthan Royals,209000.0,2014.0
Rajat Bhatia,Rising Pune Supergiants,74000.0,2016.0
Rajat Patidar,Royal Challengers Bangalore,25000.0,2021.0
Rajvardhan Hangargekar,Chennai Super Kings,184000.0,2022.0
Ramandeep Singh,Mumbai Indians,25000.0,2022.0
Ramesh Kumar,Kolkata Knight Riders,25000.0,2022.0
Ranganath Vinay Kumar,Kolkata Knight Riders,343000.0,2014.0
Ranganath Vinay Kumar,Kolkata Knight Riders,123000.0,2018.0
Rashid Khan Arman,Sunrisers Hyderabad,491000.0,2017.0
Rashid Khan Arman,Sunrisers Hyderabad,1104000.0,2018.0
Rasikh Dar,Mumbai Indians,25000.0,2019.0
Rasikh Dar,Kolkata Knight Riders,25000.0,2022.0
Rassie Van Der Dussen,Rajasthan Royals,123000.0,2022.0
Ravi Bishnoi,Kings XI Punjab,245000.0,2020.0
Ravi Bopara,Sunrisers Hyderabad,123000.0,2015.0
Ravi Rampaul,Royal Challengers Bangalore,267000.0,2013.0
Ravi Rampaul,Royal Challengers Bangalore,110000.0,2014.0
Ravichandran Ashwin,Kings XI Punjab,932000.0,2018.0
Ricky Bhui,Sunrisers Hyderabad,12000.0,2014.0
Ricky Bhui,Sunrisers Hyderabad,25000.0,2018.0
Ricky Ponting,Mumbai Indians,368000.0,2013.0
Riley Meredith,Punjab Kings,981000.0,2021.0
Riley Meredith,Mumbai Indians,123000.0,2022.0
Rinku Singh,Kings XI Punjab,12000.0,2017.0
Rinku Singh,Kolkata Knight Riders,98000.0,2018.0
Rinku Singh,Kolkata Knight Riders,67000.0,2022.0
Ripal Patel,Delhi Daredevils,25000.0,2021.0
Ripal Patel,Delhi Daredevils,25000.0,2022.0
Rishabh Pant,Delhi Daredevils,233000.0,2016.0
Rishi Dhawan,Kings XI Punjab,368000.0,2014.0
Rishi Dhawan,Kolkata Knight Riders,67000.0,2017.0
Rishi Dhawan,Punjab Kings,67000.0,2022.0
Riyan Parag,Rajasthan Royals,25000.0,2019.0
Riyan Parag,Rajasthan Royals,466000.0,2022.0
Robin Uthappa,Kolkata Knight Riders,613000.0,2014.0
Robin Uthappa,Kolkata Knight Riders,785000.0,2018.0
Robin Uthappa,Rajasthan Royals,368000.0,2020.0
Robin Uthappa,Chennai Super Kings,245000.0,2022.0
Romario Shepherd,Sunrisers Hyderabad,951000.0,2022.0
Ronit More,Chennai Super Kings,12000.0,2014.0
Ross Taylor,Delhi Daredevils,245000.0,2014.0
Rovman Powell,Kolkata Knight Riders,37000.0,2017.0
Rovman Powell,Delhi Daredevils,343000.0,2022.0
Rudra Pratap Singh,Royal Challengers Bangalore,368000.0,2013.0
Rudra Pratap Singh,Rising Pune Supergiants,37000.0,2016.0
Ruturaj Gaikwad,Chennai Super Kings,25000.0,2019.0
Ryan McLaren,Kolkata Knight Riders,46000.0,2013.0
Ryan Ten Doeschate,Kolkata Knight Riders,123000.0,2014.0
Sachin Baby,Royal Challengers Bangalore,12000.0,2016.0
Sachin Baby,Sunrisers Hyderabad,25000.0,2018.0
Sachin Baby,Royal Challengers Bangalore,25000.0,2021.0
Sachin Rana,Royal Challengers Bangalore,25000.0,2014.0
Sachithra Senanayaka,Kolkata Knight Riders,575000.0,2013.0
Sagar Trivedi,Rajasthan Royals,12000.0,2015.0
Sam Billings,Delhi Daredevils,37000.0,2016.0
Sam Billings,Chennai Super Kings,123000.0,2018.0
Sam Billings,Delhi Daredevils,245000.0,2021.0
Sam Billings,Kolkata Knight Riders,245000.0,2022.0
Sam Curran,Kings XI Punjab,883000.0,2019.0
Sam Curran,Chennai Super Kings,675000.0,2020.0
Samuel Badree,Chennai Super Kings,37000.0,2014.0
Samuel Badree,Royal Challengers Bangalore,61000.0,2016.0
Sandeep Bavanaka,Sunrisers Hyderabad,25000.0,2020.0
Sandeep Lamichhane,Delhi Daredevils,25000.0,2018.0
Sandeep Sharma,Kings XI Punjab,104000.0,2014.0
Sandeep Sharma,Sunrisers Hyderabad,368000.0,2018.0
Sandeep Sharma,Punjab Kings,61000.0,2022.0
Sandeep Warrier,Royal Challengers Bangalore,12000.0,2014.0
Sanjay Yadav,Sunrisers Hyderabad,25000.0,2020.0
Sanjay Yadav,Mumbai Indians,61000.0,2022.0
Sanju Samson,Delhi Daredevils,515000.0,2016.0
Sanju Samson,Rajasthan Royals,981000.0,2018.0
Sarabjit Ladda,Gujarat Lions,12000.0,2016.0
Sarfaraz Khan,Delhi Daredevils,25000.0,2022.0
Sarfaraz Naushad Khan,Royal Challengers Bangalore,61000.0,2015.0
Sarfaraz Naushad Khan,Kings XI Punjab,31000.0,2019.0
Saurabh Dubey,Sunrisers Hyderabad,25000.0,2022.0
Saurabh Kumar,Rising Pune Supergiants,12000.0,2017.0
Saurabh Kumar,Punjab Kings,25000.0,2021.0
Saurabh Tiwary,Delhi Daredevils,86000.0,2014.0
Saurabh Tiwary,Mumbai Indians,37000.0,2017.0
Saurabh Tiwary,Mumbai Indians,98000.0,2018.0
Saurabh Tiwary,Mumbai Indians,61000.0,2020.0
Sayan Ghosh,Kolkata Knight Riders,12000.0,2017.0
Sayan Ghosh,Delhi Daredevils,25000.0,2018.0
Sayan Sekhar Mandal,Kolkata Knight Riders,12000.0,2014.0
Scott Boland,Rising Pune Supergiants,61000.0,2016.0
Sean Abbott,Royal Challengers Bangalore,123000.0,2015.0
Sean Abbott,Sunrisers Hyderabad,294000.0,2022.0
Shadab Jakati,Royal Challengers Bangalore,25000.0,2014.0
Shadab Jakati,Gujarat Lions,25000.0,2016.0
Shahbaz Ahamad,Royal Challengers Bangalore,25000.0,2020.0
Shahbaz Ahamad,Royal Challengers Bangalore,294000.0,2022.0
Shahbaz Nadeem,Delhi Daredevils,104000.0,2014.0
Shahbaz Nadeem,Delhi Daredevils,392000.0,2018.0
Shahbaz Nadeem,Lucknow Super Giants,61000.0,2022.0
Shahrukh Khan,Punjab Kings,644000.0,2021.0
Shahrukh Khan,Punjab Kings,1104000.0,2022.0
Shakib Al Hasan,Kolkata Knight Riders,343000.0,2014.0
Shakib Al Hasan,Sunrisers Hyderabad,245000.0,2018.0
Shakib Al Hasan,Kolkata Knight Riders,392000.0,2021.0
Shane Watson,Royal Challengers Bangalore,1165000.0,2016.0
Shane Watson,Chennai Super Kings,491000.0,2018.0
Sharad Lumba,Mumbai Indians,25000.0,2018.0
Shardul Thakur,Kings XI Punjab,25000.0,2014.0
Shardul Thakur,Chennai Super Kings,319000.0,2018.0
Shardul Thakur,Delhi Daredevils,1319000.0,2022.0
Shashank Singh,Delhi Daredevils,12000.0,2017.0
Shashank Singh,Rajasthan Royals,37000.0,2019.0
Shashank Singh,Sunrisers Hyderabad,25000.0,2022.0
Shaun Marsh,Kings XI Punjab,270000.0,2014.0
Sheldon Cottrell,Kings XI Punjab,1043000.0,2020.0
Sheldon Jackson,Kolkata Knight Riders,18000.0,2015.0
Sheldon Jackson,Kolkata Knight Riders,25000.0,2021.0
Sheldon Jackson,Kolkata Knight Riders,74000.0,2022.0
Shelley Shaurya,Gujarat Lions,12000.0,2017.0
Sherfane Rutherford,Delhi Daredevils,245000.0,2019.0
Sherfane Rutherford,Royal Challengers Bangalore,123000.0,2022.0
Shikhar Dhawan,Sunrisers Hyderabad,638000.0,2018.0
Shikhar Dhawan,Punjab Kings,1012000.0,2022.0
Shimron Hetmyer,Royal Challengers Bangalore,515000.0,2019.0
Shimron Hetmyer,Delhi Daredevils,951000.0,2020.0
Shimron Hetmyer,Rajasthan Royals,1043000.0,2022.0
Shishir Bhavane,Royal Challengers Bangalore,12000.0,2015.0
Shivam Dube,Royal Challengers Bangalore,613000.0,2019.0
Shivam Dube,Rajasthan Royals,540000.0,2021.0
Shivam Dube,Chennai Super Kings,491000.0,2022.0
Shivam Mavi,Kolkata Knight Riders,368000.0,2018.0
Shivam Mavi,Kolkata Knight Riders,889000.0,2022.0
Shivam Sharma,Kings XI Punjab,12000.0,2014.0
Shivil Kaushik,Gujarat Lions,12000.0,2016.0
Shreevats Goswami,Sunrisers Hyderabad,123000.0,2018.0
Shreyas Gopal,Mumbai Indians,12000.0,2014.0
Shreyas Gopal,Rajasthan Royals,25000.0,2018.0
Shreyas Gopal,Sunrisers Hyderabad,92000.0,2022.0
Shreyas Iyer,Delhi Daredevils,319000.0,2015.0
Shreyas Iyer,Kolkata Knight Riders,1503000.0,2022.0
Shrikant Mundhe,Kolkata Knight Riders,25000.0,2019.0
Shubam Agrawal,Gujarat Lions,12000.0,2017.0
Shubham Garhwal,Rajasthan Royals,25000.0,2022.0
Shubham Ranjane,Rajasthan Royals,25000.0,2019.0
Shubman Gill,Kolkata Knight Riders,221000.0,2018.0
Siddarth Kaul,Delhi Daredevils,55000.0,2014.0
Siddarth Kaul,Sunrisers Hyderabad,12000.0,2015.0
Siddarth Kaul,Sunrisers Hyderabad,466000.0,2018.0
Siddharth Kaul,Royal Challengers Bangalore,92000.0,2022.0
Siddhesh Dinesh Lad,Mumbai Indians,12000.0,2015.0
Siddhesh Dinesh Lad,Mumbai Indians,25000.0,2018.0
Simarjeet Singh,Chennai Super Kings,25000.0,2022.0
Srikkanth Anirudha,Sunrisers Hyderabad,25000.0,2014.0
Steven Smith,Rajasthan Royals,491000.0,2014.0
Steven Smith,Delhi Daredevils,270000.0,2021.0
Stuart Binny,Royal Challengers Bangalore,245000.0,2016.0
Stuart Binny,Rajasthan Royals,61000.0,2018.0
Subhranshu Senapati,Chennai Super Kings,25000.0,2022.0
Subramaniam Badrinath,Royal Challengers Bangalore,37000.0,2015.0
Sudeep Tyagi,Sunrisers Hyderabad,92000.0,2013.0
Sumit Narwal,Kolkata Knight Riders,12000.0,2015.0
Suryakumar Yadav,Kolkata Knight Riders,86000.0,2014.0
Suryakumar Yadav,Mumbai Indians,392000.0,2018.0
Sushant Marathe,Mumbai Indians,12000.0,2014.0
Suyash Prabhudesai,Royal Challengers Bangalore,25000.0,2021.0
Suyash Prabhudessai,Royal Challengers Bangalore,37000.0,2022.0
Swapnil Singh,Kings XI Punjab,12000.0,2016.0
Syed Khaleel Ahmed,Delhi Daredevils,12000.0,2016.0
Syed Khaleel Ahmed,Sunrisers Hyderabad,368000.0,2018.0
Syed Khaleel Ahmed,Delhi Daredevils,644000.0,2022.0
Syed Mehdi Hasan,Sunrisers Hyderabad,25000.0,2018.0
T Natarajan,Kings XI Punjab,368000.0,2017.0
T Natarajan,Sunrisers Hyderabad,49000.0,2018.0
T. Natarajan,Sunrisers Hyderabad,491000.0,2022.0
Tajinder Dhillon,Mumbai Indians,67000.0,2018.0
Tajinder Dhillon,Kings XI Punjab,25000.0,2020.0
Tanmay Agarwal,Sunrisers Hyderabad,12000.0,2017.0
Tanmay Agarwal,Sunrisers Hyderabad,25000.0,2018.0
Tanmay Mishra,Royal Challengers Bangalore,12000.0,2014.0
Tejas Baroka,Rajasthan Royals,25000.0,2022.0
Tejas Singh Baroka,Gujarat Lions,12000.0,2017.0
Thisara Perera,Sunrisers Hyderabad,621000.0,2013.0
Thisara Perera,Kings XI Punjab,196000.0,2014.0
Thisara Perera,Rising Pune Supergiants,123000.0,2016.0
Tim David,Mumbai Indians,1012000.0,2022.0
Tim Seifert,Delhi Daredevils,61000.0,2022.0
Tim Southee,Rajasthan Royals,147000.0,2014.0
Tim Southee,Mumbai Indians,307000.0,2016.0
Tim Southee,Royal Challengers Bangalore,123000.0,2018.0
Tim Southee,Kolkata Knight Riders,184000.0,2022.0
Tirumalasetti Suman,Sunrisers Hyderabad,12000.0,2016.0
Tom Banton,Kolkata Knight Riders,123000.0,2020.0
Tom Curran,Rajasthan Royals,123000.0,2020.0
Tom Curran,Delhi Daredevils,644000.0,2021.0
Travis Head,Delhi Daredevils,37000.0,2015.0
Travis Head,Royal Challengers Bangalore,61000.0,2016.0
Trent Boult,Sunrisers Hyderabad,466000.0,2015.0
Trent Boult,Kolkata Knight Riders,613000.0,2017.0
Trent Boult,Delhi Daredevils,270000.0,2018.0
Trent Boult,Rajasthan Royals,981000.0,2022.0
Tushar Deshpande,Delhi Daredevils,25000.0,2020.0
Tushar Deshpande,Chennai Super Kings,25000.0,2022.0
Tymal Mills,Royal Challengers Bangalore,1472000.0,2017.0
Tymal Mills,Mumbai Indians,184000.0,2022.0
Umang Sharma,Gujarat Lions,12000.0,2016.0
Umesh Yadav,Kolkata Knight Riders,319000.0,2014.0
Umesh Yadav,Royal Challengers Bangalore,515000.0,2018.0
Umesh Yadav,Delhi Daredevils,123000.0,2021.0
Umesh Yadav,Kolkata Knight Riders,245000.0,2022.0
Unmukt Chand,Rajasthan Royals,80000.0,2014.0
Utkarsh Singh,Punjab Kings,25000.0,2021.0
Vaibhav Arora,Kolkata Knight Riders,25000.0,2021.0
Vaibhav Arora,Punjab Kings,245000.0,2022.0
Vaibhav Rawal,Kolkata Knight Riders,12000.0,2015.0
Varun Aaron,Royal Challengers Bangalore,245000.0,2014.0
Varun Aaron,Kings XI Punjab,343000.0,2017.0
Varun Aaron,Rajasthan Royals,294000.0,2019.0
Varun Aaron,Gujarat Titans,61000.0,2022.0
Varun Chakaravarthy,Kings XI Punjab,1030000.0,2019.0
Varun Chakaravarthy,Kolkata Knight Riders,491000.0,2020.0
Veer Pratap Singh,Kolkata Knight Riders,49000.0,2014.0
Venkatesh Iyer,Kolkata Knight Riders,25000.0,2021.0
Venugopal Rao,Sunrisers Hyderabad,67000.0,2014.0
Vicky Ostwal,Delhi Daredevils,25000.0,2022.0
Vijay Shankar,Chennai Super Kings,12000.0,2014.0
Vijay Shankar,Sunrisers Hyderabad,43000.0,2016.0
Vijay Shankar,Delhi Daredevils,392000.0,2018.0
Vijay Shankar,Gujarat Titans,172000.0,2022.0
Vijay Zol,Royal Challengers Bangalore,37000.0,2014.0
Vikas Tokas,Royal Challengers Bangalore,12000.0,2016.0
Vikramjeet Malik,Rajasthan Royals,25000.0,2014.0
Vikramjeet Malik,Royal Challengers Bangalore,25000.0,2016.0
Virat Singh,Sunrisers Hyderabad,233000.0,2020.0
Virender Sehwag,Kings XI Punjab,392000.0,2014.0
Vishnu Vinod,Delhi Daredevils,25000.0,2021.0
Vishnu Vinod,Sunrisers Hyderabad,61000.0,2022.0
Wanindu Hasaranga,Royal Challengers Bangalore,1319000.0,2022.0
Washington Sundar,Sunrisers Hyderabad,1073000.0,2022.0
Wayne Parnell,Delhi Daredevils,123000.0,2014.0
Wriddhiman Saha,Kings XI Punjab,270000.0,2014.0
Wriddhiman Saha,Sunrisers Hyderabad,613000.0,2018.0
Wriddhiman Saha,Sunrisers Hyderabad,147000.0,2019.0
Wriddhiman Saha,Gujarat Titans,233000.0,2022.0
Writtick Chatterjee,Punjab Kings,25000.0,2022.0
Yash Dayal,Gujarat Titans,392000.0,2022.0
Yash Dhull,Delhi Daredevils,61000.0,2022.0
Yashasvi Jaiswal,Rajasthan Royals,294000.0,2020.0
Yogesh Gowalkar,Kings XI Punjab,12000.0,2015.0
Yogesh Takawale,Royal Challengers Bangalore,12000.0,2014.0
Yudhvir Charak,Mumbai Indians,25000.0,2021.0
Yusuf Pathan,Kolkata Knight Riders,399000.0,2014.0
Yusuf Pathan,Sunrisers Hyderabad,233000.0,2018.0
Yuvraj Singh,Royal Challengers Bangalore,1717000.0,2014.0
Yuvraj Singh,Delhi Daredevils,1962000.0,2015.0
Yuvraj Singh,Sunrisers Hyderabad,859000.0,2016.0
Yuvraj Singh,Kings XI Punjab,245000.0,2018.0
Yuvraj Singh,Mumbai Indians,123000.0,2019.0
Yuzvendra Chahal,Rajasthan Royals,797000.0,2022.0
Yuzvendra Singh Chahal,Royal Challengers Bangalore,12000.0,2014.0
Yuzvendra Singh Chahal,Royal Challengers Bangalore,736000.0,2018.0
Zaheer Khan,Mumbai Indians,319000.0,2014.0
Zaheer Khan,Delhi Daredevils,491000.0,2015.0
Zahir Khan Pakteen,Rajasthan Royals,74000.0,2018.0
